Detected CSV format: v2.1 (with device arch and worker core count)
Using architecture from CSV: blackhole
Architecture: blackhole, Worker cores: 110
Sorting CSV by 'HOST START TS' column...
Using operations after 'MC_HOST_DECODE_L1'.
Using operations until 'MC_HOST_DECODE_L1_END'.
Detected data from 2 devices. Merging device data...

🚀 Performance Report 🚀
========================

ID     Total %  Bound  OP Code                                                      Device   Device Time  Op-to-Op Gap  Cores  DRAM      DRAM %  FLOPs        FLOPs %  Math Fidelity
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
 7054    0.1 %         ReshapeViewDeviceOperation                                         1         5 μs                  110                                                       BF16 => BF16
 7192    0.2 %         MatmulDeviceOperation b={48} x 32 x 128 x 128                      1         6 μs          1 μs     48                     8.1 TFLOPs    6.1 %  HiFi2 FP32 x FP32 => FP32
✅ Optimized

 7200    1.0 %   SLOW  MatmulDeviceOperation 32 x 6144 x 1280                             1        40 μs          1 μs     20  197 GB/s  38.5 %  12.6 TFLOPs   22.8 %  HiFi2 FP32 x BFP8 => BF16
- in0_block_w=8 and output subblock 1x2 look good 🤷

 7201    2.0 %   DRAM  MatmulDeviceOperation 32 x 2560 x 10336                            1        82 μs          1 μs    108  342 GB/s  66.8 %  20.7 TFLOPs    6.9 %  HiFi2 BF16 x BFP8 => FP32
- Try a DRAM-sharded program config (MatmulMultiCoreReuseMultiCastDRAMShardedProgramConfig) to improve throughput further
- If your matmuls are not FLOP-bound use HiFi4 with BF16 activations for full accuracy

 7218    0.5 %   SLOW  MatmulDeviceOperation 32 x 5120 x 352                              1        21 μs          1 μs      6   84 GB/s  16.4 %   5.4 TFLOPs   16.2 %   LoFi BF16 x BFP8 => BF16
- in0_block_w=8 and output subblock 1x2 look good 🤷
- Use HiFi2 or HiFi4 with BF16 activations for improved accuracy

 7226    0.2 %   SLOW  MatmulDeviceOperation 32 x 320 x 5120                              1         6 μs          1 μs     80  265 GB/s  51.8 %  17.0 TFLOPs    3.8 %   LoFi BF16 x BFP8 => BF16
- in0_block_w=5 and output subblock 1x2 look good 🤷
- Use HiFi2 or HiFi4 with BF16 activations for improved accuracy

 7261    2.5 %   DRAM  MatmulDeviceOperation 32 x 2560 x 12800                            0        96 μs          6 μs    100  343 GB/s  66.9 %  21.9 TFLOPs    4.0 %   LoFi BF16 x BFP8 => BF16
- Try a DRAM-sharded program config (MatmulMultiCoreReuseMultiCastDRAMShardedProgramConfig) to improve throughput further
- Use HiFi2 or HiFi4 with BF16 activations for improved accuracy

 7332    0.2 %   SLOW  MatmulDeviceOperation 32 x 320 x 5120                              0         6 μs          1 μs     80  260 GB/s  50.8 %  16.6 TFLOPs    3.8 %   LoFi BF16 x BFP8 => BF16
- in0_block_w=5 and output subblock 1x2 look good 🤷
- Use HiFi2 or HiFi4 with BF16 activations for improved accuracy

 7381    0.2 %         MatmulDeviceOperation b={48} x 32 x 128 x 128                      0         6 μs          0 μs     48                     8.0 TFLOPs    6.0 %  HiFi2 FP32 x FP32 => FP32
✅ Optimized

 7430    0.4 %   SLOW  MatmulDeviceOperation 32 x 2560 x 1184                             0        14 μs          1 μs     37  211 GB/s  41.2 %  13.5 TFLOPs    6.6 %   LoFi BF16 x BFP8 => BF16
- Output subblock 1x1 is small, try out_subblock_h * out_subblock_w >= 2 if possible
- Use HiFi2 or HiFi4 with BF16 activations for improved accuracy

 7444    0.1 %   SLOW  MatmulDeviceOperation 32 x 320 x 2560                              0         5 μs          1 μs     40  172 GB/s  33.6 %  11.0 TFLOPs    5.0 %   LoFi BF16 x BFP8 => BF16
- in0_block_w=5 and output subblock 1x2 look good 🤷
- Use HiFi2 or HiFi4 with BF16 activations for improved accuracy

 7457    2.1 %   SLOW  SparseMatmulDeviceOperation active=10/10 x 32 x 2560 x 1280        1        86 μs          1 μs     40  209 GB/s  40.9 %  24.4 TFLOPs   11.0 %   LoFi BF16 x BFP4 => BF16
- If possible place input 0 in L1 (currently in DEV_0_DRAM_INTERLEAVED)
- Output subblock 1x1 is small, try out_subblock_h * out_subblock_w >= 2 if possible
- Use HiFi2 or HiFi4 with BF16 activations for improved accuracy

 7483    1.1 %   SLOW  SparseMatmulDeviceOperation active=10/10 x 32 x 640 x 2560         0        47 μs          1 μs     40  175 GB/s  34.2 %  22.4 TFLOPs   10.1 %   LoFi BF16 x BFP4 => BF16
- in0_block_w=5 and output subblock 1x2 look good 🤷
- Use HiFi2 or HiFi4 with BF16 activations for improved accuracy
