Detected CSV format: v2.1 (with device arch and worker core count)
Using architecture from CSV: blackhole
Architecture: blackhole, Worker cores: 110
Sorting CSV by 'HOST START TS' column...
Using operations after 'MC_HOST_DECODE_L3'.
Using operations until 'MC_HOST_DECODE_L3_END'.
Detected data from 2 devices. Merging device data...

🚀 Performance Report 🚀
========================

ID     Total %  Bound  OP Code                                                     Device   Device Time  Op-to-Op Gap  Cores  DRAM      DRAM %  FLOPs        FLOPs %  Math Fidelity            
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
 6897    0.1 %         ReshapeViewDeviceOperation                                        1         4 μs                   80                                                       BF16 => BF16
Alternatively ensure device is not waiting for the host. Experts can try moving runtime args in the kernels to compile-time args.

Matmul Optimization
-------------------
 6902    3.6 %   SLOW  MatmulDeviceOperation 32 x 10240 x 352                            1       120 μs          1 μs     11   36 GB/s   7.0 %   1.9 TFLOPs    3.2 %   LoFi BF16 x BFP8 => BF16
- If possible place input 0 in L1 (currently in DEV_0_DRAM_INTERLEAVED)
- Output subblock 1x1 is small, try out_subblock_h * out_subblock_w >= 2 if possible
- Use HiFi2 or HiFi4 with BF16 activations for improved accuracy

 6906    0.5 %   SLOW  MatmulDeviceOperation 32 x 320 x 10240                            1        15 μs          1 μs    107  258 GB/s  50.3 %  13.7 TFLOPs    2.3 %   LoFi BF16 x BFP8 => BF16
- If possible place input 0 in L1 (currently in DEV_0_DRAM_INTERLEAVED)
- in0_block_w=2 and output subblock 1x3 look good 🤷
- Use HiFi2 or HiFi4 with BF16 activations for improved accuracy

 6912    3.0 %   DRAM  MatmulDeviceOperation 32 x 2560 x 7296                            1        99 μs          1 μs     76  382 GB/s  74.6 %  12.0 TFLOPs    5.7 %  HiFi2 BF16 x BF16 => BF16
- Try a DRAM-sharded program config (MatmulMultiCoreReuseMultiCastDRAMShardedProgramConfig) to improve throughput further
- If your matmuls are not FLOP-bound use HiFi4 with BF16 activations for full accuracy

 7003    0.3 %   SLOW  MatmulDeviceOperation b={4} x 32 x 128 x 128                      1        10 μs          1 μs     32   56 GB/s  10.9 %   0.4 TFLOPs    0.9 %  HiFi4 BF16 x BF16 => BF16
- If possible place input 0 in L1 (currently in DEV_0_DRAM_INTERLEAVED)
- Output subblock 1x1 is small, try out_subblock_h * out_subblock_w >= 2 if possible
- HiFi2 may also work, it discards the lowest bit of the activations and has 2x the throughput of HiFi4

 7084    0.5 %   SLOW  MatmulDeviceOperation 32 x 320 x 10240                            1        15 μs          1 μs    107  258 GB/s  50.4 %  13.7 TFLOPs    2.3 %   LoFi BF16 x BFP8 => BF16
- If possible place input 0 in L1 (currently in DEV_0_DRAM_INTERLEAVED)
- in0_block_w=2 and output subblock 1x3 look good 🤷
- Use HiFi2 or HiFi4 with BF16 activations for improved accuracy

 7105    0.3 %   SLOW  MatmulDeviceOperation 32 x 320 x 2560                             1         9 μs          1 μs     80  114 GB/s  22.2 %   5.9 TFLOPs    1.3 %   LoFi BF16 x BFP8 => BF16
- If possible place input 0 in L1 (currently in DEV_0_DRAM_INTERLEAVED)
- Output subblock 1x1 is small, try out_subblock_h * out_subblock_w >= 2 if possible
- Use HiFi2 or HiFi4 with BF16 activations for improved accuracy

 7277    1.9 %   SLOW  MatmulDeviceOperation 32 x 3072 x 2560                            0        63 μs          1 μs     80  257 GB/s  50.2 %   8.0 TFLOPs    3.6 %  HiFi2 BF16 x BF16 => BF16
- If possible place input 0 in L1 (currently in DEV_0_DRAM_INTERLEAVED)
- Output subblock 1x1 is small, try out_subblock_h * out_subblock_w >= 2 if possible
- If your matmuls are not FLOP-bound use HiFi4 with BF16 activations for full accuracy

 7289    3.6 %   SLOW  MatmulDeviceOperation 32 x 10240 x 352                            0       120 μs          0 μs     11   36 GB/s   6.9 %   1.9 TFLOPs    3.2 %   LoFi BF16 x BFP8 => BF16
- If possible place input 0 in L1 (currently in DEV_0_DRAM_INTERLEAVED)
- Output subblock 1x1 is small, try out_subblock_h * out_subblock_w >= 2 if possible
- Use HiFi2 or HiFi4 with BF16 activations for improved accuracy

 7300    1.2 %   SLOW  MatmulDeviceOperation 32 x 2560 x 1184                            0        39 μs          1 μs     37   83 GB/s  16.2 %   4.9 TFLOPs    2.4 %   LoFi BF16 x BFP8 => BF16
- If possible place input 0 in L1 (currently in DEV_0_DRAM_INTERLEAVED)
- Output subblock 1x1 is small, try out_subblock_h * out_subblock_w >= 2 if possible
- Use HiFi2 or HiFi4 with BF16 activations for improved accuracy

 7340    2.5 %   SLOW  SparseMatmulDeviceOperation active=10/10 x 32 x 2560 x 640        0        83 μs          1 μs     20  119 GB/s  23.2 %  12.7 TFLOPs   11.5 %   LoFi BF16 x BFP4 => BF16
- If possible place input 0 in L1 (currently in DEV_0_DRAM_INTERLEAVED)
- Output subblock 1x1 is small, try out_subblock_h * out_subblock_w >= 2 if possible
- Use HiFi2 or HiFi4 with BF16 activations for improved accuracy

 7347    0.8 %   SLOW  SparseMatmulDeviceOperation active=10/10 x 32 x 320 x 2560        0        28 μs          1 μs     40  147 GB/s  28.7 %  18.8 TFLOPs    8.5 %   LoFi BF16 x BFP4 => BF16
- in0_block_w=5 and output subblock 1x2 look good 🤷
- Use HiFi2 or HiFi4 with BF16 activations for improved accuracy

