Detected CSV format: v2.1 (with device arch and worker core count)
Using architecture from CSV: blackhole
Architecture: blackhole, Worker cores: 110
Sorting CSV by 'HOST START TS' column...
Using operations after 'MC_HOST_PREFILL_L0'.
Using operations until 'MC_HOST_PREFILL_L0_END'.
Detected data from 2 devices. Merging device data...

🚀 Performance Report 🚀
========================

ID     Total %  Bound  OP Code                                                      Device   Device Time  Op-to-Op Gap  Cores  DRAM        DRAM %   FLOPs         FLOPs %  Math Fidelity
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
 2670    0.0 %         BinaryNgDeviceOperation                                            1        18 μs                  110                                                           FP32 => FP32
 3311    0.0 %         CopyDeviceOperation                                                0         7 μs          0 μs    110                                                     BFP4, BFP4 => BFP4
 3312    0.6 %         CopyDeviceOperation                                                1        13 μs     13,475 μs    110                                                     BFP4, BFP4 => BFP4
 3315    0.0 %         CopyDeviceOperation                                                0         8 μs          0 μs    110                                                     BFP4, BFP4 => BFP4
 3316    0.6 %         CopyDeviceOperation                                                1        13 μs     13,562 μs    110                                                     BFP4, BFP4 => BFP4
 3319    0.0 %         CopyDeviceOperation                                                0         8 μs          0 μs    110                                                     BFP4, BFP4 => BFP4
 3320    0.6 %         CopyDeviceOperation                                                1        13 μs     13,099 μs    110                                                     BFP4, BFP4 => BFP4
 3321    0.0 %         CopyDeviceOperation                                                1         8 μs          0 μs    110                                                     BFP4, BFP4 => BFP4
 3324    0.6 %         CopyDeviceOperation                                                1        13 μs     13,526 μs    110                                                     BFP4, BFP4 => BFP4
 3327    0.0 %         CopyDeviceOperation                                                0         8 μs          0 μs    110                                                     BFP4, BFP4 => BFP4
 3328    0.1 %         ConcatDeviceOperation                                              1       131 μs      1,619 μs    110                                                     BFP4, BFP4 => BFP4
 3330    0.0 %         ConcatDeviceOperation                                              1        66 μs          1 μs    110                                                     BFP4, BFP4 => BFP4
 3333    0.0 %         FillPadDeviceOperation                                             0         6 μs        131 μs      4                                                       UINT32 => UINT32
 3334    0.0 %         GatherDeviceOperation                                              1        34 μs         40 μs      4                                                   BF16, UINT32 => BF16
 3336    0.0 %         FillPadDeviceOperation                                             1         7 μs         16 μs      4                                                           BF16 => BF16
 3338    0.0 %         ReduceDeviceOperation                                              1         1 μs         27 μs      4                                                           BF16 => BF16
 3341    0.0 %         ReshapeViewDeviceOperation                                         0         3 μs         28 μs      1                                                           BF16 => BF16
 3342    0.0 %         UntilizeWithUnpaddingDeviceOperation                               1         2 μs         38 μs      1                                                           BF16 => BF16
 3344    0.0 %         UnaryDeviceOperation                                               1        17 μs         90 μs    110                                                           BF16 => BF16
 3346    0.0 %   DRAM  SparseMatmulDeviceOperation active=40/40 x 32 x 2560 x 1280        1       164 μs         20 μs     40    460 GB/s   89.8 %   51.2 TFLOPs   23.1 %   LoFi BF16 x BFP4 => BF16
 3348    0.0 %         SliceDeviceOperation                                               1        10 μs          1 μs    110                                                           BF16 => BF16
 3350    0.0 %         SliceDeviceOperation                                               1        10 μs          0 μs    110                                                           BF16 => BF16
 3352    0.0 %         BinaryNgDeviceOperation                                            1        21 μs          1 μs    110                                                     BF16, BF16 => BF16
 3355    0.0 %         PermuteDeviceOperation                                             0         4 μs         16 μs    110                                                           BF16 => BF16
 3357    0.0 %         BinaryNgDeviceOperation                                            0        11 μs         48 μs    110                                                     BF16, BF16 => BF16
 3358    0.0 %         UnaryDeviceOperation                                               1        35 μs         33 μs    110                                                           BF16 => BF16
 3360    0.0 %   DRAM  SparseMatmulDeviceOperation active=40/40 x 32 x 640 x 2560         1       102 μs          1 μs     40    400 GB/s   78.1 %   40.9 TFLOPs   18.5 %   LoFi BF16 x BFP4 => BF16
 3363    0.0 %         FastReduceNCDeviceOperation                                        0        18 μs          1 μs    110                                                           BF16 => BF16
 3364    0.0 %         BinaryNgDeviceOperation                                            1         6 μs          1 μs    110                                                     BF16, BF16 => BF16
 3366    0.6 %         CopyDeviceOperation                                                1        13 μs     13,040 μs    110                                                     BFP4, BFP4 => BFP4
 3369    0.0 %         CopyDeviceOperation                                                0         8 μs          0 μs    110                                                     BFP4, BFP4 => BFP4
 3370    0.6 %         CopyDeviceOperation                                                1        14 μs     13,549 μs    110                                                     BFP4, BFP4 => BFP4
 3373    0.0 %         CopyDeviceOperation                                                0         7 μs          0 μs    110                                                     BFP4, BFP4 => BFP4
 3374    0.7 %         CopyDeviceOperation                                                1        13 μs     14,863 μs    110                                                     BFP4, BFP4 => BFP4
 3377    0.0 %         CopyDeviceOperation                                                0         8 μs          0 μs    110                                                     BFP4, BFP4 => BFP4
 3378    0.6 %         CopyDeviceOperation                                                1        13 μs     13,395 μs    110                                                     BFP4, BFP4 => BFP4
 3381    0.0 %         CopyDeviceOperation                                                0         8 μs          1 μs    110                                                     BFP4, BFP4 => BFP4
 3382    0.7 %         CopyDeviceOperation                                                1        13 μs     14,107 μs    110                                                     BFP4, BFP4 => BFP4
 3385    0.0 %         CopyDeviceOperation                                                0         8 μs          0 μs    110                                                     BFP4, BFP4 => BFP4
 3388    0.9 %         CopyDeviceOperation                                                0        13 μs     19,346 μs    110                                                     BFP4, BFP4 => BFP4
 3389    0.0 %         CopyDeviceOperation                                                0         7 μs          0 μs    110                                                     BFP4, BFP4 => BFP4
 3390    0.6 %         CopyDeviceOperation                                                1        13 μs     13,330 μs    110                                                     BFP4, BFP4 => BFP4
 3393    0.0 %         CopyDeviceOperation                                                0         7 μs          0 μs    110                                                     BFP4, BFP4 => BFP4
 3396    0.6 %         CopyDeviceOperation                                                0        14 μs     13,564 μs    110                                                     BFP4, BFP4 => BFP4
 3397    0.0 %         CopyDeviceOperation                                                0         8 μs          0 μs    110                                                     BFP4, BFP4 => BFP4
 3400    0.6 %         CopyDeviceOperation                                                0        13 μs     13,395 μs    110                                                     BFP4, BFP4 => BFP4
 3401    0.0 %         CopyDeviceOperation                                                0         7 μs          0 μs    110                                                     BFP4, BFP4 => BFP4
 3404    0.7 %         CopyDeviceOperation                                                0        13 μs     14,257 μs    110                                                     BFP4, BFP4 => BFP4
 3405    0.0 %         CopyDeviceOperation                                                0         8 μs          0 μs    110                                                     BFP4, BFP4 => BFP4
 3406    0.0 %         ConcatDeviceOperation                                              1       131 μs        595 μs    110                                                     BFP4, BFP4 => BFP4
 3408    0.0 %         ConcatDeviceOperation                                              1        67 μs          1 μs    110                                                     BFP4, BFP4 => BFP4
 3411    0.0 %         FillPadDeviceOperation                                             0         6 μs        125 μs      4                                                       UINT32 => UINT32
 3412    0.0 %         GatherDeviceOperation                                              1        34 μs         46 μs      4                                                   BF16, UINT32 => BF16
 3414    0.0 %         FillPadDeviceOperation                                             1         7 μs         17 μs      4                                                           BF16 => BF16
 3416    0.0 %         ReduceDeviceOperation                                              1         1 μs         28 μs      4                                                           BF16 => BF16
 3418    0.0 %         ReshapeViewDeviceOperation                                         1         3 μs         32 μs      1                                                           BF16 => BF16
 3421    0.0 %         UntilizeWithUnpaddingDeviceOperation                               0         2 μs         46 μs      1                                                           BF16 => BF16
 3423    0.0 %         UnaryDeviceOperation                                               0        17 μs         91 μs    110                                                           BF16 => BF16
 3425    0.0 %   DRAM  SparseMatmulDeviceOperation active=40/40 x 32 x 2560 x 1280        0       115 μs         14 μs     40    656 GB/s  128.1 %   73.0 TFLOPs   33.0 %   LoFi BF16 x BFP4 => BF16
 3426    0.0 %         SliceDeviceOperation                                               1        10 μs          1 μs    110                                                           BF16 => BF16
 3428    0.0 %         SliceDeviceOperation                                               1        10 μs          0 μs    110                                                           BF16 => BF16
 3431    0.0 %         BinaryNgDeviceOperation                                            0        22 μs         58 μs    110                                                     BF16, BF16 => BF16
 3433    0.0 %         PermuteDeviceOperation                                             0         4 μs         16 μs    110                                                           BF16 => BF16
 3435    0.0 %         BinaryNgDeviceOperation                                            0        12 μs         47 μs    110                                                     BF16, BF16 => BF16
 3436    0.0 %         UnaryDeviceOperation                                               1        34 μs         31 μs    110                                                           BF16 => BF16
 3438    0.0 %   DRAM  SparseMatmulDeviceOperation active=40/40 x 32 x 640 x 2560         1        76 μs          1 μs     40    536 GB/s  104.7 %   54.9 TFLOPs   24.8 %   LoFi BF16 x BFP4 => BF16
 3440    0.0 %         FastReduceNCDeviceOperation                                        1        18 μs          1 μs    110                                                           BF16 => BF16
 3443    0.0 %         BinaryNgDeviceOperation                                            0         5 μs          4 μs    110                                                     BF16, BF16 => BF16
 3444    0.6 %         CopyDeviceOperation                                                1        13 μs     12,460 μs    110                                                     BFP4, BFP4 => BFP4
 3447    0.0 %         CopyDeviceOperation                                                0         8 μs          0 μs    110                                                     BFP4, BFP4 => BFP4
 3450    0.6 %         CopyDeviceOperation                                                0        14 μs     13,026 μs    110                                                     BFP4, BFP4 => BFP4
 3451    0.0 %         CopyDeviceOperation                                                0         8 μs          0 μs    110                                                     BFP4, BFP4 => BFP4
 3452    0.7 %         CopyDeviceOperation                                                1        13 μs     14,368 μs    110                                                     BFP4, BFP4 => BFP4
 3455    0.0 %         CopyDeviceOperation                                                0         8 μs          1 μs    110                                                     BFP4, BFP4 => BFP4
 3458    0.7 %         CopyDeviceOperation                                                0        14 μs     14,070 μs    110                                                     BFP4, BFP4 => BFP4
 3459    0.0 %         CopyDeviceOperation                                                0         8 μs          0 μs    110                                                     BFP4, BFP4 => BFP4
 3462    0.6 %         CopyDeviceOperation                                                0        13 μs     12,638 μs    110                                                     BFP4, BFP4 => BFP4
 3463    0.0 %         CopyDeviceOperation                                                0         7 μs          0 μs    110                                                     BFP4, BFP4 => BFP4
 3466    0.6 %         CopyDeviceOperation                                                0        13 μs     13,036 μs    110                                                     BFP4, BFP4 => BFP4
 3467    0.0 %         CopyDeviceOperation                                                0         8 μs          0 μs    110                                                     BFP4, BFP4 => BFP4
 3468    0.7 %         CopyDeviceOperation                                                1        13 μs     15,545 μs    110                                                     BFP4, BFP4 => BFP4
 3471    0.0 %         CopyDeviceOperation                                                0         7 μs          0 μs    110                                                     BFP4, BFP4 => BFP4
 3474    0.6 %         CopyDeviceOperation                                                0        13 μs     13,663 μs    110                                                     BFP4, BFP4 => BFP4
 3475    0.0 %         CopyDeviceOperation                                                0         8 μs          0 μs    110                                                     BFP4, BFP4 => BFP4
 3476    0.7 %         CopyDeviceOperation                                                1        14 μs     14,059 μs    110                                                     BFP4, BFP4 => BFP4
 3477    0.0 %         CopyDeviceOperation                                                1         8 μs          0 μs    110                                                     BFP4, BFP4 => BFP4
 3480    0.6 %         CopyDeviceOperation                                                1        13 μs     13,819 μs    110                                                     BFP4, BFP4 => BFP4
 3481    0.0 %         CopyDeviceOperation                                                1         8 μs          0 μs    110                                                     BFP4, BFP4 => BFP4
 3484    0.0 %         ConcatDeviceOperation                                              1       131 μs        581 μs    110                                                     BFP4, BFP4 => BFP4
 3487    0.0 %         ConcatDeviceOperation                                              0        66 μs          0 μs    110                                                     BFP4, BFP4 => BFP4
 3489    0.0 %         FillPadDeviceOperation                                             0         6 μs        111 μs      4                                                       UINT32 => UINT32
 3490    0.0 %         GatherDeviceOperation                                              1        34 μs         36 μs      4                                                   BF16, UINT32 => BF16
 3492    0.0 %         FillPadDeviceOperation                                             1         7 μs         15 μs      4                                                           BF16 => BF16
 3494    0.0 %         ReduceDeviceOperation                                              1         1 μs         37 μs      4                                                           BF16 => BF16
 3497    0.0 %         ReshapeViewDeviceOperation                                         0         3 μs         36 μs      1                                                           BF16 => BF16
 3498    0.0 %         UntilizeWithUnpaddingDeviceOperation                               1         2 μs         34 μs      1                                                           BF16 => BF16
 3501    0.0 %         UnaryDeviceOperation                                               0        17 μs         91 μs    110                                                           BF16 => BF16
 3503    0.0 %   DRAM  SparseMatmulDeviceOperation active=40/40 x 32 x 2560 x 1280        0       157 μs         12 μs     40    481 GB/s   93.9 %   53.5 TFLOPs   24.2 %   LoFi BF16 x BFP4 => BF16
 3505    0.0 %         SliceDeviceOperation                                               0        10 μs          0 μs    110                                                           BF16 => BF16
 3506    0.0 %         SliceDeviceOperation                                               1        10 μs          0 μs    110                                                           BF16 => BF16
 3508    0.0 %         BinaryNgDeviceOperation                                            1        22 μs         15 μs    110                                                     BF16, BF16 => BF16
 3511    0.0 %         PermuteDeviceOperation                                             0         4 μs         16 μs    110                                                           BF16 => BF16
 3512    0.0 %         BinaryNgDeviceOperation                                            1        11 μs         49 μs    110                                                     BF16, BF16 => BF16
 3514    0.0 %         UnaryDeviceOperation                                               1        35 μs         35 μs    110                                                           BF16 => BF16
 3516    0.0 %   DRAM  SparseMatmulDeviceOperation active=40/40 x 32 x 640 x 2560         1        99 μs          1 μs     40    413 GB/s   80.7 %   42.3 TFLOPs   19.1 %   LoFi BF16 x BFP4 => BF16
 3518    0.0 %         FastReduceNCDeviceOperation                                        1        20 μs          1 μs    110                                                           BF16 => BF16
 3521    0.0 %         BinaryNgDeviceOperation                                            0         5 μs          1 μs    110                                                     BF16, BF16 => BF16
 3523    0.0 %         CopyDeviceOperation                                                1         8 μs          0 μs    110                                                     BFP4, BFP4 => BFP4
 3524    0.6 %         CopyDeviceOperation                                                0        13 μs     13,227 μs    110                                                     BFP4, BFP4 => BFP4
 3526    0.6 %         CopyDeviceOperation                                                1        13 μs     13,792 μs    110                                                     BFP4, BFP4 => BFP4
 3529    0.0 %         CopyDeviceOperation                                                0         7 μs          0 μs    110                                                     BFP4, BFP4 => BFP4
 3530    0.6 %         CopyDeviceOperation                                                1        13 μs     13,579 μs    110                                                     BFP4, BFP4 => BFP4
 3533    0.0 %         CopyDeviceOperation                                                0         8 μs          1 μs    110                                                     BFP4, BFP4 => BFP4
 3536    0.6 %         CopyDeviceOperation                                                0        13 μs     13,258 μs    110                                                     BFP4, BFP4 => BFP4
 3537    0.0 %         CopyDeviceOperation                                                0         7 μs          0 μs    110                                                     BFP4, BFP4 => BFP4
 3540    0.6 %         CopyDeviceOperation                                                0        13 μs     13,406 μs    110                                                     BFP4, BFP4 => BFP4
 3541    0.0 %         CopyDeviceOperation                                                0         7 μs          0 μs    110                                                     BFP4, BFP4 => BFP4
 3544    0.6 %         CopyDeviceOperation                                                0        14 μs     13,054 μs    110                                                     BFP4, BFP4 => BFP4
 3545    0.0 %         CopyDeviceOperation                                                0         7 μs          0 μs    110                                                     BFP4, BFP4 => BFP4
 3548    0.6 %         CopyDeviceOperation                                                0        13 μs     12,758 μs    110                                                     BFP4, BFP4 => BFP4
 3549    0.0 %         CopyDeviceOperation                                                0         7 μs          0 μs    110                                                     BFP4, BFP4 => BFP4
 3552    0.6 %         CopyDeviceOperation                                                0        13 μs     13,545 μs    110                                                     BFP4, BFP4 => BFP4
 3553    0.0 %         CopyDeviceOperation                                                0         8 μs          0 μs    110                                                     BFP4, BFP4 => BFP4
 3554    0.6 %         CopyDeviceOperation                                                1        14 μs     13,227 μs    110                                                     BFP4, BFP4 => BFP4
 3557    0.0 %         CopyDeviceOperation                                                0         8 μs          0 μs    110                                                     BFP4, BFP4 => BFP4
 3560    0.8 %         CopyDeviceOperation                                                0        13 μs     17,203 μs    110                                                     BFP4, BFP4 => BFP4
 3561    0.0 %         CopyDeviceOperation                                                0         8 μs          0 μs    110                                                     BFP4, BFP4 => BFP4
 3563    0.0 %         ConcatDeviceOperation                                              0       131 μs        162 μs    110                                                     BFP4, BFP4 => BFP4
 3564    0.0 %         ConcatDeviceOperation                                              1        66 μs          1 μs    110                                                     BFP4, BFP4 => BFP4
 3567    0.0 %         FillPadDeviceOperation                                             0         6 μs        141 μs      4                                                       UINT32 => UINT32
 3568    0.0 %         GatherDeviceOperation                                              1        34 μs         47 μs      4                                                   BF16, UINT32 => BF16
 3571    0.0 %         FillPadDeviceOperation                                             0         7 μs         17 μs      4                                                           BF16 => BF16
 3573    0.0 %         ReduceDeviceOperation                                              0         1 μs         25 μs      4                                                           BF16 => BF16
 3574    0.0 %         ReshapeViewDeviceOperation                                         1         3 μs         29 μs      1                                                           BF16 => BF16
 3576    0.0 %         UntilizeWithUnpaddingDeviceOperation                               1         2 μs         36 μs      1                                                           BF16 => BF16
 3579    0.0 %         UnaryDeviceOperation                                               0        18 μs         92 μs    110                                                           BF16 => BF16
 3581    0.0 %   DRAM  SparseMatmulDeviceOperation active=40/40 x 32 x 2560 x 1280        0       148 μs         11 μs     40    510 GB/s   99.7 %   56.8 TFLOPs   25.7 %   LoFi BF16 x BFP4 => BF16
 3583    0.0 %         SliceDeviceOperation                                               0        10 μs          1 μs    110                                                           BF16 => BF16
 3585    0.0 %         SliceDeviceOperation                                               0         9 μs          0 μs    110                                                           BF16 => BF16
 3587    0.0 %         BinaryNgDeviceOperation                                            0        21 μs         20 μs    110                                                     BF16, BF16 => BF16
 3588    0.0 %         PermuteDeviceOperation                                             1         4 μs         16 μs    110                                                           BF16 => BF16
 3590    0.0 %         BinaryNgDeviceOperation                                            1        11 μs         50 μs    110                                                     BF16, BF16 => BF16
 3592    0.0 %         UnaryDeviceOperation                                               1        34 μs         34 μs    110                                                           BF16 => BF16
 3595    0.0 %   DRAM  SparseMatmulDeviceOperation active=40/40 x 32 x 640 x 2560         0        94 μs          1 μs     40    436 GB/s   85.2 %   44.7 TFLOPs   20.2 %   LoFi BF16 x BFP4 => BF16
 3596    0.0 %         FastReduceNCDeviceOperation                                        1        18 μs          1 μs    110                                                           BF16 => BF16
 3598    0.0 %         BinaryNgDeviceOperation                                            1         5 μs          1 μs    110                                                     BF16, BF16 => BF16
 3602    0.6 %         CopyDeviceOperation                                                0        14 μs     13,077 μs    110                                                     BFP4, BFP4 => BFP4
 3603    0.0 %         CopyDeviceOperation                                                0         8 μs          0 μs    110                                                     BFP4, BFP4 => BFP4
 3606    0.6 %         CopyDeviceOperation                                                0        13 μs     13,010 μs    110                                                     BFP4, BFP4 => BFP4
 3607    0.0 %         CopyDeviceOperation                                                0         8 μs          0 μs    110                                                     BFP4, BFP4 => BFP4
 3608    0.6 %         CopyDeviceOperation                                                1        13 μs     13,674 μs    110                                                     BFP4, BFP4 => BFP4
 3611    0.0 %         CopyDeviceOperation                                                0         8 μs          0 μs    110                                                     BFP4, BFP4 => BFP4
 3612    0.6 %         CopyDeviceOperation                                                1        14 μs     12,857 μs    110                                                     BFP4, BFP4 => BFP4
 3615    0.0 %         CopyDeviceOperation                                                0         8 μs          0 μs    110                                                     BFP4, BFP4 => BFP4
 3618    0.6 %         CopyDeviceOperation                                                0        13 μs     13,483 μs    110                                                     BFP4, BFP4 => BFP4
 3619    0.0 %         CopyDeviceOperation                                                0         7 μs          0 μs    110                                                     BFP4, BFP4 => BFP4
 3620    0.6 %         CopyDeviceOperation                                                1        13 μs     13,443 μs    110                                                     BFP4, BFP4 => BFP4
 3621    0.0 %         CopyDeviceOperation                                                1         8 μs          0 μs    110                                                     BFP4, BFP4 => BFP4
 3624    0.6 %         CopyDeviceOperation                                                1        13 μs     13,468 μs    110                                                     BFP4, BFP4 => BFP4
 3627    0.0 %         CopyDeviceOperation                                                0         8 μs          0 μs    110                                                     BFP4, BFP4 => BFP4
 3628    0.6 %         CopyDeviceOperation                                                1        13 μs     13,214 μs    110                                                     BFP4, BFP4 => BFP4
 3631    0.0 %         CopyDeviceOperation                                                0         8 μs          0 μs    110                                                     BFP4, BFP4 => BFP4
 3632    0.6 %         CopyDeviceOperation                                                1        13 μs     12,689 μs    110                                                     BFP4, BFP4 => BFP4
 3635    0.0 %         CopyDeviceOperation                                                0         8 μs          1 μs    110                                                     BFP4, BFP4 => BFP4
 3638    0.6 %         CopyDeviceOperation                                                0        13 μs     13,348 μs    110                                                     BFP4, BFP4 => BFP4
 3639    0.0 %         CopyDeviceOperation                                                0         7 μs          0 μs    110                                                     BFP4, BFP4 => BFP4
 3640    0.0 %         ConcatDeviceOperation                                              1       131 μs        617 μs    110                                                     BFP4, BFP4 => BFP4
 3643    0.0 %         ConcatDeviceOperation                                              0        66 μs          0 μs    110                                                     BFP4, BFP4 => BFP4
 3645    0.0 %         FillPadDeviceOperation                                             0         6 μs        146 μs      4                                                       UINT32 => UINT32
 3647    0.0 %         GatherDeviceOperation                                              0        34 μs         35 μs      4                                                   BF16, UINT32 => BF16
 3649    0.0 %         FillPadDeviceOperation                                             0         7 μs         16 μs      4                                                           BF16 => BF16
 3650    0.0 %         ReduceDeviceOperation                                              1         1 μs         28 μs      4                                                           BF16 => BF16
 3653    0.0 %         ReshapeViewDeviceOperation                                         0         3 μs         34 μs      1                                                           BF16 => BF16
 3654    0.0 %         UntilizeWithUnpaddingDeviceOperation                               1         2 μs         36 μs      1                                                           BF16 => BF16
 3656    0.0 %         UnaryDeviceOperation                                               1        17 μs         88 μs    110                                                           BF16 => BF16
 3659    0.0 %   DRAM  SparseMatmulDeviceOperation active=40/40 x 32 x 2560 x 1280        0       148 μs         11 μs     40    511 GB/s   99.7 %   56.8 TFLOPs   25.7 %   LoFi BF16 x BFP4 => BF16
 3661    0.0 %         SliceDeviceOperation                                               0        10 μs          1 μs    110                                                           BF16 => BF16
 3663    0.0 %         SliceDeviceOperation                                               0        10 μs          1 μs    110                                                           BF16 => BF16
 3664    0.0 %         BinaryNgDeviceOperation                                            1        22 μs         16 μs    110                                                     BF16, BF16 => BF16
 3666    0.0 %         PermuteDeviceOperation                                             1         4 μs         16 μs    110                                                           BF16 => BF16
 3668    0.0 %         BinaryNgDeviceOperation                                            1        11 μs         49 μs    110                                                     BF16, BF16 => BF16
 3671    0.0 %         UnaryDeviceOperation                                               0        35 μs         35 μs    110                                                           BF16 => BF16
 3673    0.0 %   DRAM  SparseMatmulDeviceOperation active=40/40 x 32 x 640 x 2560         0        94 μs          1 μs     40    437 GB/s   85.3 %   44.7 TFLOPs   20.2 %   LoFi BF16 x BFP4 => BF16
 3674    0.0 %         FastReduceNCDeviceOperation                                        1        18 μs          1 μs    110                                                           BF16 => BF16
 3677    0.0 %         BinaryNgDeviceOperation                                            0         6 μs          1 μs    110                                                     BF16, BF16 => BF16
 3680    0.6 %         CopyDeviceOperation                                                0        14 μs     12,907 μs    110                                                     BFP4, BFP4 => BFP4
 3681    0.0 %         CopyDeviceOperation                                                0         7 μs          0 μs    110                                                     BFP4, BFP4 => BFP4
 3684    0.7 %         CopyDeviceOperation                                                0        13 μs     14,061 μs    110                                                     BFP4, BFP4 => BFP4
 3685    0.0 %         CopyDeviceOperation                                                0         7 μs          0 μs    110                                                     BFP4, BFP4 => BFP4
 3686    0.6 %         CopyDeviceOperation                                                1        13 μs     13,874 μs    110                                                     BFP4, BFP4 => BFP4
 3689    0.0 %         CopyDeviceOperation                                                0         8 μs          0 μs    110                                                     BFP4, BFP4 => BFP4
 3692    0.7 %         CopyDeviceOperation                                                0        13 μs     15,462 μs    110                                                     BFP4, BFP4 => BFP4
 3693    0.0 %         CopyDeviceOperation                                                0         8 μs          0 μs    110                                                     BFP4, BFP4 => BFP4
 3694    0.6 %         CopyDeviceOperation                                                1        13 μs     13,550 μs    110                                                     BFP4, BFP4 => BFP4
 3697    0.0 %         CopyDeviceOperation                                                0         8 μs          0 μs    110                                                     BFP4, BFP4 => BFP4
 3700    0.6 %         CopyDeviceOperation                                                0        13 μs     12,959 μs    110                                                     BFP4, BFP4 => BFP4
 3701    0.0 %         CopyDeviceOperation                                                0         7 μs          0 μs    110                                                     BFP4, BFP4 => BFP4
 3702    0.6 %         CopyDeviceOperation                                                1        13 μs     13,149 μs    110                                                     BFP4, BFP4 => BFP4
 3705    0.0 %         CopyDeviceOperation                                                0         7 μs          0 μs    110                                                     BFP4, BFP4 => BFP4
 3706    0.6 %         CopyDeviceOperation                                                1        13 μs     13,407 μs    110                                                     BFP4, BFP4 => BFP4
 3709    0.0 %         CopyDeviceOperation                                                0         7 μs          0 μs    110                                                     BFP4, BFP4 => BFP4
 3712    0.6 %         CopyDeviceOperation                                                0        14 μs     13,363 μs    110                                                     BFP4, BFP4 => BFP4
 3713    0.0 %         CopyDeviceOperation                                                0         8 μs          0 μs    110                                                     BFP4, BFP4 => BFP4
 3714    0.6 %         CopyDeviceOperation                                                1        14 μs     13,319 μs    110                                                     BFP4, BFP4 => BFP4
 3717    0.0 %         CopyDeviceOperation                                                0         8 μs          0 μs    110                                                     BFP4, BFP4 => BFP4
 3718    0.0 %         ConcatDeviceOperation                                              1       131 μs        600 μs    110                                                     BFP4, BFP4 => BFP4
 3720    0.0 %         ConcatDeviceOperation                                              1        67 μs          0 μs    110                                                     BFP4, BFP4 => BFP4
 3723    0.0 %         FillPadDeviceOperation                                             0         6 μs        112 μs      4                                                       UINT32 => UINT32
 3724    0.0 %         GatherDeviceOperation                                              1        34 μs         38 μs      4                                                   BF16, UINT32 => BF16
 3727    0.0 %         FillPadDeviceOperation                                             0         7 μs         19 μs      4                                                           BF16 => BF16
 3729    0.0 %         ReduceDeviceOperation                                              0         1 μs         27 μs      4                                                           BF16 => BF16
 3731    0.0 %         ReshapeViewDeviceOperation                                         0         3 μs         34 μs      1                                                           BF16 => BF16
 3732    0.0 %         UntilizeWithUnpaddingDeviceOperation                               1         2 μs         41 μs      1                                                           BF16 => BF16
 3735    0.0 %         UnaryDeviceOperation                                               0        17 μs         88 μs    110                                                           BF16 => BF16
 3737    0.0 %   DRAM  SparseMatmulDeviceOperation active=40/40 x 32 x 2560 x 1280        0       115 μs         12 μs     40    657 GB/s  128.3 %   73.1 TFLOPs   33.1 %   LoFi BF16 x BFP4 => BF16
 3738    0.0 %         SliceDeviceOperation                                               1        10 μs          1 μs    110                                                           BF16 => BF16
 3741    0.0 %         SliceDeviceOperation                                               0        10 μs          0 μs    110                                                           BF16 => BF16
 3742    0.0 %         BinaryNgDeviceOperation                                            1        22 μs         54 μs    110                                                     BF16, BF16 => BF16
 3745    0.0 %         PermuteDeviceOperation                                             0         4 μs         15 μs    110                                                           BF16 => BF16
 3746    0.0 %         BinaryNgDeviceOperation                                            1        11 μs         54 μs    110                                                     BF16, BF16 => BF16
 3749    0.0 %         UnaryDeviceOperation                                               0        35 μs         32 μs    110                                                           BF16 => BF16
 3750    0.0 %   DRAM  SparseMatmulDeviceOperation active=40/40 x 32 x 640 x 2560         1        76 μs          1 μs     40    536 GB/s  104.6 %   54.9 TFLOPs   24.8 %   LoFi BF16 x BFP4 => BF16
 3752    0.0 %         FastReduceNCDeviceOperation                                        1        19 μs          1 μs    110                                                           BF16 => BF16
 3754    0.0 %         BinaryNgDeviceOperation                                            1         6 μs         10 μs    110                                                     BF16, BF16 => BF16
 3758    0.6 %         CopyDeviceOperation                                                0        13 μs     12,944 μs    110                                                     BFP4, BFP4 => BFP4
 3759    0.0 %         CopyDeviceOperation                                                0         7 μs          0 μs    110                                                     BFP4, BFP4 => BFP4
 3760    0.6 %         CopyDeviceOperation                                                1        14 μs     13,586 μs    110                                                     BFP4, BFP4 => BFP4
 3763    0.0 %         CopyDeviceOperation                                                0         7 μs          0 μs    110                                                     BFP4, BFP4 => BFP4
