Detected CSV format: v2.1 (with device arch and worker core count)
Using architecture from CSV: blackhole
Architecture: blackhole, Worker cores: 110
Sorting CSV by 'HOST START TS' column...
Using operations after 'MC_HOST_PREFILL_L1'.
Using operations until 'MC_HOST_PREFILL_L1_END'.
Detected data from 2 devices. Merging device data...

🚀 Performance Report 🚀
========================

ID     Total %  Bound  OP Code                                                     Device   Device Time  Op-to-Op Gap  Cores  DRAM      DRAM %   FLOPs        FLOPs %  Math Fidelity            
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
 2805    0.0 %         BinaryNgDeviceOperation                                           1        18 μs                  110                                                        FP32 => FP32
 3303    0.0 %         FastReduceNCDeviceOperation                                       1        20 μs          1 μs    110                                                        BF16 => BF16
 3306    0.0 %         BinaryNgDeviceOperation                                           0         5 μs         15 μs    110                                                  BF16, BF16 => BF16
 3309    0.8 %         CopyDeviceOperation                                               0         7 μs      8,119 μs    110                                                  BFP4, BFP4 => BFP4
 3310    0.0 %         CopyDeviceOperation                                               0         5 μs          1 μs    110                                                  BFP4, BFP4 => BFP4
 3311    0.8 %         CopyDeviceOperation                                               1         7 μs      8,138 μs    110                                                  BFP4, BFP4 => BFP4
 3314    0.0 %         CopyDeviceOperation                                               0         5 μs          0 μs    110                                                  BFP4, BFP4 => BFP4
 3315    0.8 %         CopyDeviceOperation                                               1         7 μs      8,215 μs    110                                                  BFP4, BFP4 => BFP4
 3318    0.0 %         CopyDeviceOperation                                               0         5 μs         20 μs    110                                                  BFP4, BFP4 => BFP4
 3319    1.1 %         CopyDeviceOperation                                               1         7 μs     11,664 μs    110                                                  BFP4, BFP4 => BFP4
 3322    0.0 %         CopyDeviceOperation                                               0         5 μs          1 μs    110                                                  BFP4, BFP4 => BFP4
 3323    0.8 %         CopyDeviceOperation                                               1         7 μs      8,243 μs    110                                                  BFP4, BFP4 => BFP4
 3326    0.0 %         CopyDeviceOperation                                               0         6 μs          1 μs    110                                                  BFP4, BFP4 => BFP4
 3329    0.9 %         CopyDeviceOperation                                               0         7 μs      9,155 μs    110                                                  BFP4, BFP4 => BFP4
 3330    0.0 %         CopyDeviceOperation                                               0         6 μs          0 μs    110                                                  BFP4, BFP4 => BFP4
 3331    0.8 %         CopyDeviceOperation                                               1         7 μs      8,642 μs    110                                                  BFP4, BFP4 => BFP4
 3334    0.0 %         CopyDeviceOperation                                               0         5 μs          0 μs    110                                                  BFP4, BFP4 => BFP4
 3335    0.8 %         CopyDeviceOperation                                               1         7 μs      8,151 μs    110                                                  BFP4, BFP4 => BFP4
 3338    0.0 %         CopyDeviceOperation                                               0         5 μs          1 μs    110                                                  BFP4, BFP4 => BFP4
 3341    0.8 %         CopyDeviceOperation                                               0         7 μs      8,074 μs    110                                                  BFP4, BFP4 => BFP4
 3342    0.0 %         CopyDeviceOperation                                               0         6 μs          0 μs    110                                                  BFP4, BFP4 => BFP4
 3343    0.8 %         CopyDeviceOperation                                               1         7 μs      7,863 μs    110                                                  BFP4, BFP4 => BFP4
 3346    0.0 %         CopyDeviceOperation                                               0         5 μs          1 μs    110                                                  BFP4, BFP4 => BFP4
 3347    0.0 %         ConcatDeviceOperation                                             1        66 μs        382 μs    110                                                  BFP4, BFP4 => BFP4
 3350    0.0 %         ConcatDeviceOperation                                             0        34 μs          0 μs    110                                                  BFP4, BFP4 => BFP4
 3352    0.0 %         FillPadDeviceOperation                                            0         6 μs        153 μs      4                                                    UINT32 => UINT32
 3354    0.0 %         GatherDeviceOperation                                             0        34 μs         34 μs      4                                                BF16, UINT32 => BF16
 3355    0.0 %         FillPadDeviceOperation                                            1         7 μs         15 μs      4                                                        BF16 => BF16
 3358    0.0 %         ReduceDeviceOperation                                             0         1 μs         25 μs      4                                                        BF16 => BF16
 3359    0.0 %         ReshapeViewDeviceOperation                                        1         3 μs         29 μs      1                                                        BF16 => BF16
 3362    0.0 %         UntilizeWithUnpaddingDeviceOperation                              0         2 μs         35 μs      1                                                        BF16 => BF16
 3363    0.0 %         UnaryDeviceOperation                                              1        10 μs         85 μs    110                                                        BF16 => BF16
 3366    0.0 %   SLOW  SparseMatmulDeviceOperation active=40/40 x 32 x 2560 x 640        0       109 μs         18 μs     20  316 GB/s   61.8 %  38.6 TFLOPs   34.9 %   LoFi BF16 x BFP4 => BF16
 3368    0.0 %         SliceDeviceOperation                                              0         6 μs          1 μs    110                                                        BF16 => BF16
 3370    0.0 %         SliceDeviceOperation                                              0         5 μs          1 μs    110                                                        BF16 => BF16
 3371    0.0 %         BinaryNgDeviceOperation                                           1        13 μs         80 μs    110                                                  BF16, BF16 => BF16
 3373    0.0 %         PermuteDeviceOperation                                            1         4 μs         23 μs    110                                                        BF16 => BF16
 3375    0.0 %         BinaryNgDeviceOperation                                           1         7 μs         45 μs    110                                                  BF16, BF16 => BF16
 3378    0.0 %         UnaryDeviceOperation                                              0        36 μs         36 μs    110                                                        BF16 => BF16
 3379    0.0 %   DRAM  SparseMatmulDeviceOperation active=40/40 x 32 x 320 x 2560        1        57 μs          1 μs     40  420 GB/s   82.1 %  37.1 TFLOPs   16.8 %   LoFi BF16 x BFP4 => BF16
 3381    0.0 %         FastReduceNCDeviceOperation                                       1        19 μs          1 μs    110                                                        BF16 => BF16
 3383    0.0 %         BinaryNgDeviceOperation                                           1         6 μs         17 μs    110                                                  BF16, BF16 => BF16
 3385    0.8 %         CopyDeviceOperation                                               1         7 μs      8,522 μs    110                                                  BFP4, BFP4 => BFP4
 3388    0.0 %         CopyDeviceOperation                                               0         6 μs          1 μs    110                                                  BFP4, BFP4 => BFP4
 3389    0.8 %         CopyDeviceOperation                                               1         7 μs      8,245 μs    110                                                  BFP4, BFP4 => BFP4
 3392    0.0 %         CopyDeviceOperation                                               0         5 μs          0 μs    110                                                  BFP4, BFP4 => BFP4
 3393    0.8 %         CopyDeviceOperation                                               1         7 μs      8,526 μs    110                                                  BFP4, BFP4 => BFP4
 3396    0.0 %         CopyDeviceOperation                                               0         5 μs          1 μs    110                                                  BFP4, BFP4 => BFP4
 3397    0.8 %         CopyDeviceOperation                                               1         7 μs      7,901 μs    110                                                  BFP4, BFP4 => BFP4
 3400    0.0 %         CopyDeviceOperation                                               0         5 μs          1 μs    110                                                  BFP4, BFP4 => BFP4
 3401    0.8 %         CopyDeviceOperation                                               1         7 μs      8,511 μs    110                                                  BFP4, BFP4 => BFP4
 3404    0.0 %         CopyDeviceOperation                                               0         5 μs          1 μs    110                                                  BFP4, BFP4 => BFP4
 3407    0.8 %         CopyDeviceOperation                                               0         7 μs      8,478 μs    110                                                  BFP4, BFP4 => BFP4
 3408    0.0 %         CopyDeviceOperation                                               0         5 μs          0 μs    110                                                  BFP4, BFP4 => BFP4
 3409    0.9 %         CopyDeviceOperation                                               1         7 μs      9,058 μs    110                                                  BFP4, BFP4 => BFP4
 3410    0.0 %         CopyDeviceOperation                                               1         5 μs         42 μs    110                                                  BFP4, BFP4 => BFP4
 3415    0.8 %         CopyDeviceOperation                                               0         7 μs      8,537 μs    110                                                  BFP4, BFP4 => BFP4
 3416    0.0 %         CopyDeviceOperation                                               0         5 μs          1 μs    110                                                  BFP4, BFP4 => BFP4
 3417    0.9 %         CopyDeviceOperation                                               1         7 μs      9,426 μs    110                                                  BFP4, BFP4 => BFP4
 3420    0.0 %         CopyDeviceOperation                                               0         5 μs          1 μs    110                                                  BFP4, BFP4 => BFP4
 3423    0.9 %         CopyDeviceOperation                                               0         7 μs      8,741 μs    110                                                  BFP4, BFP4 => BFP4
 3424    0.0 %         CopyDeviceOperation                                               0         5 μs          1 μs    110                                                  BFP4, BFP4 => BFP4
 3426    0.0 %         ConcatDeviceOperation                                             0        66 μs        156 μs    110                                                  BFP4, BFP4 => BFP4
 3427    0.0 %         ConcatDeviceOperation                                             1        34 μs          0 μs    110                                                  BFP4, BFP4 => BFP4
 3430    0.0 %         FillPadDeviceOperation                                            0         9 μs        147 μs      4                                                    UINT32 => UINT32
 3431    0.0 %         GatherDeviceOperation                                             1        34 μs         31 μs      4                                                BF16, UINT32 => BF16
 3434    0.0 %         FillPadDeviceOperation                                            0         7 μs         15 μs      4                                                        BF16 => BF16
 3435    0.0 %         ReduceDeviceOperation                                             1         1 μs         26 μs      4                                                        BF16 => BF16
 3437    0.0 %         ReshapeViewDeviceOperation                                        1         3 μs         31 μs      1                                                        BF16 => BF16
 3439    0.0 %         UntilizeWithUnpaddingDeviceOperation                              1         2 μs         38 μs      1                                                        BF16 => BF16
 3441    0.0 %         UnaryDeviceOperation                                              1         9 μs         84 μs    110                                                        BF16 => BF16
 3444    0.0 %   SLOW  SparseMatmulDeviceOperation active=40/40 x 32 x 2560 x 640        0       168 μs         19 μs     20  205 GB/s   40.0 %  25.0 TFLOPs   22.6 %   LoFi BF16 x BFP4 => BF16
 3445    0.0 %         SliceDeviceOperation                                              1         6 μs          1 μs    110                                                        BF16 => BF16
 3447    0.0 %         SliceDeviceOperation                                              1         5 μs          0 μs    110                                                        BF16 => BF16
 3449    0.0 %         BinaryNgDeviceOperation                                           1        13 μs          9 μs    110                                                  BF16, BF16 => BF16
 3452    0.0 %         PermuteDeviceOperation                                            0         4 μs         26 μs    110                                                        BF16 => BF16
 3453    0.0 %         BinaryNgDeviceOperation                                           1         7 μs         47 μs    110                                                  BF16, BF16 => BF16
 3456    0.0 %         UnaryDeviceOperation                                              0        35 μs         34 μs    110                                                        BF16 => BF16
 3458    0.0 %   SLOW  SparseMatmulDeviceOperation active=40/40 x 32 x 320 x 2560        0        74 μs          1 μs     40  323 GB/s   63.0 %  28.5 TFLOPs   12.9 %   LoFi BF16 x BFP4 => BF16
 3459    0.0 %         FastReduceNCDeviceOperation                                       1        19 μs          1 μs    110                                                        BF16 => BF16
 3461    0.0 %         BinaryNgDeviceOperation                                           1         5 μs         21 μs    110                                                  BF16, BF16 => BF16
 3465    0.8 %         CopyDeviceOperation                                               0         7 μs      8,222 μs    110                                                  BFP4, BFP4 => BFP4
 3466    0.0 %         CopyDeviceOperation                                               0         6 μs          1 μs    110                                                  BFP4, BFP4 => BFP4
 3467    1.2 %         CopyDeviceOperation                                               1         7 μs     12,424 μs    110                                                  BFP4, BFP4 => BFP4
 3470    0.0 %         CopyDeviceOperation                                               0         5 μs          1 μs    110                                                  BFP4, BFP4 => BFP4
 3473    0.9 %         CopyDeviceOperation                                               0         7 μs      9,166 μs    110                                                  BFP4, BFP4 => BFP4
 3474    0.0 %         CopyDeviceOperation                                               0         5 μs          1 μs    110                                                  BFP4, BFP4 => BFP4
 3475    0.8 %         CopyDeviceOperation                                               1         7 μs      8,384 μs    110                                                  BFP4, BFP4 => BFP4
 3478    0.0 %         CopyDeviceOperation                                               0         6 μs          1 μs    110                                                  BFP4, BFP4 => BFP4
 3481    0.8 %         CopyDeviceOperation                                               0         7 μs      8,102 μs    110                                                  BFP4, BFP4 => BFP4
 3482    0.0 %         CopyDeviceOperation                                               0         5 μs          0 μs    110                                                  BFP4, BFP4 => BFP4
 3483    0.8 %         CopyDeviceOperation                                               1         7 μs      8,620 μs    110                                                  BFP4, BFP4 => BFP4
 3486    0.0 %         CopyDeviceOperation                                               0         5 μs          1 μs    110                                                  BFP4, BFP4 => BFP4
 3487    0.8 %         CopyDeviceOperation                                               1         7 μs      8,391 μs    110                                                  BFP4, BFP4 => BFP4
 3490    0.0 %         CopyDeviceOperation                                               0         6 μs          0 μs    110                                                  BFP4, BFP4 => BFP4
 3493    0.8 %         CopyDeviceOperation                                               0         7 μs      8,599 μs    110                                                  BFP4, BFP4 => BFP4
 3494    0.0 %         CopyDeviceOperation                                               0         5 μs          0 μs    110                                                  BFP4, BFP4 => BFP4
 3495    1.9 %         CopyDeviceOperation                                               1         7 μs     19,458 μs    110                                                  BFP4, BFP4 => BFP4
 3498    0.0 %         CopyDeviceOperation                                               0         5 μs          1 μs    110                                                  BFP4, BFP4 => BFP4
 3501    1.5 %         CopyDeviceOperation                                               0         7 μs     15,827 μs    110                                                  BFP4, BFP4 => BFP4
 3502    0.0 %         CopyDeviceOperation                                               0         5 μs          1 μs    110                                                  BFP4, BFP4 => BFP4
 3504    0.0 %         ConcatDeviceOperation                                             0        67 μs        144 μs    110                                                  BFP4, BFP4 => BFP4
 3506    0.0 %         ConcatDeviceOperation                                             0        34 μs          0 μs    110                                                  BFP4, BFP4 => BFP4
 3508    0.0 %         FillPadDeviceOperation                                            0         6 μs        144 μs      4                                                    UINT32 => UINT32
 3510    0.0 %         GatherDeviceOperation                                             0        34 μs         82 μs      4                                                BF16, UINT32 => BF16
 3511    0.0 %         FillPadDeviceOperation                                            1         7 μs         24 μs      4                                                        BF16 => BF16
 3514    0.0 %         ReduceDeviceOperation                                             0         1 μs         26 μs      4                                                        BF16 => BF16
 3516    0.0 %         ReshapeViewDeviceOperation                                        0         3 μs         30 μs      1                                                        BF16 => BF16
 3518    0.0 %         UntilizeWithUnpaddingDeviceOperation                              0         2 μs         33 μs      1                                                        BF16 => BF16
 3519    0.0 %         UnaryDeviceOperation                                              1         9 μs         85 μs    110                                                        BF16 => BF16
 3522    0.0 %   SLOW  SparseMatmulDeviceOperation active=40/40 x 32 x 2560 x 640        0       124 μs         18 μs     20  279 GB/s   54.4 %  34.0 TFLOPs   30.7 %   LoFi BF16 x BFP4 => BF16
 3523    0.0 %         SliceDeviceOperation                                              1         6 μs          1 μs    110                                                        BF16 => BF16
 3526    0.0 %         SliceDeviceOperation                                              0         5 μs          1 μs    110                                                        BF16 => BF16
 3527    0.0 %         BinaryNgDeviceOperation                                           1        13 μs         50 μs    110                                                  BF16, BF16 => BF16
 3530    0.0 %         PermuteDeviceOperation                                            0         4 μs         25 μs    110                                                        BF16 => BF16
 3531    0.0 %         BinaryNgDeviceOperation                                           1         7 μs         49 μs    110                                                  BF16, BF16 => BF16
 3534    0.0 %         UnaryDeviceOperation                                              0        35 μs         33 μs    110                                                        BF16 => BF16
 3536    0.0 %   DRAM  SparseMatmulDeviceOperation active=40/40 x 32 x 320 x 2560        0        61 μs          1 μs     40  391 GB/s   76.3 %  34.5 TFLOPs   15.6 %   LoFi BF16 x BFP4 => BF16
 3537    0.0 %         FastReduceNCDeviceOperation                                       1        20 μs          1 μs    110                                                        BF16 => BF16
 3539    0.0 %         BinaryNgDeviceOperation                                           1         5 μs         12 μs    110                                                  BF16, BF16 => BF16
 3541    0.7 %         CopyDeviceOperation                                               1         7 μs      7,425 μs    110                                                  BFP4, BFP4 => BFP4
 3544    0.0 %         CopyDeviceOperation                                               0         5 μs         14 μs    110                                                  BFP4, BFP4 => BFP4
 3547    0.8 %         CopyDeviceOperation                                               0         7 μs      8,200 μs    110                                                  BFP4, BFP4 => BFP4
 3548    0.0 %         CopyDeviceOperation                                               0         5 μs          1 μs    110                                                  BFP4, BFP4 => BFP4
 3549    1.0 %         CopyDeviceOperation                                               1         7 μs      9,779 μs    110                                                  BFP4, BFP4 => BFP4
 3552    0.0 %         CopyDeviceOperation                                               0         5 μs          1 μs    110                                                  BFP4, BFP4 => BFP4
 3553    0.9 %         CopyDeviceOperation                                               1         7 μs      9,167 μs    110                                                  BFP4, BFP4 => BFP4
 3556    0.0 %         CopyDeviceOperation                                               0         5 μs          0 μs    110                                                  BFP4, BFP4 => BFP4
 3557    0.8 %         CopyDeviceOperation                                               1         7 μs      8,692 μs    110                                                  BFP4, BFP4 => BFP4
 3560    0.0 %         CopyDeviceOperation                                               0         6 μs          1 μs    110                                                  BFP4, BFP4 => BFP4
 3563    0.9 %         CopyDeviceOperation                                               0         7 μs      8,793 μs    110                                                  BFP4, BFP4 => BFP4
 3564    0.0 %         CopyDeviceOperation                                               0         5 μs          0 μs    110                                                  BFP4, BFP4 => BFP4
 3565    0.8 %         CopyDeviceOperation                                               1         7 μs      8,570 μs    110                                                  BFP4, BFP4 => BFP4
 3568    0.0 %         CopyDeviceOperation                                               0         5 μs          1 μs    110                                                  BFP4, BFP4 => BFP4
 3571    0.8 %         CopyDeviceOperation                                               0         7 μs      8,430 μs    110                                                  BFP4, BFP4 => BFP4
 3572    0.0 %         CopyDeviceOperation                                               0         5 μs          0 μs    110                                                  BFP4, BFP4 => BFP4
 3575    1.2 %         CopyDeviceOperation                                               0         7 μs     12,208 μs    110                                                  BFP4, BFP4 => BFP4
 3576    0.0 %         CopyDeviceOperation                                               0         5 μs          1 μs    110                                                  BFP4, BFP4 => BFP4
 3579    0.8 %         CopyDeviceOperation                                               0         7 μs      7,732 μs    110                                                  BFP4, BFP4 => BFP4
 3580    0.0 %         CopyDeviceOperation                                               0         5 μs          1 μs    110                                                  BFP4, BFP4 => BFP4
 3582    0.0 %         ConcatDeviceOperation                                             0        66 μs        149 μs    110                                                  BFP4, BFP4 => BFP4
 3583    0.0 %         ConcatDeviceOperation                                             1        34 μs          0 μs    110                                                  BFP4, BFP4 => BFP4
 3585    0.0 %         FillPadDeviceOperation                                            1         6 μs        152 μs      4                                                    UINT32 => UINT32
 3587    0.0 %         GatherDeviceOperation                                             1        34 μs         35 μs      4                                                BF16, UINT32 => BF16
 3590    0.0 %         FillPadDeviceOperation                                            0         7 μs         15 μs      4                                                        BF16 => BF16
 3592    0.0 %         ReduceDeviceOperation                                             0         1 μs         27 μs      4                                                        BF16 => BF16
 3593    0.0 %         ReshapeViewDeviceOperation                                        1         3 μs         35 μs      1                                                        BF16 => BF16
 3596    0.0 %         UntilizeWithUnpaddingDeviceOperation                              0         2 μs         35 μs      1                                                        BF16 => BF16
 3597    0.0 %         UnaryDeviceOperation                                              1         9 μs         92 μs    110                                                        BF16 => BF16
 3600    0.0 %   SLOW  SparseMatmulDeviceOperation active=40/40 x 32 x 2560 x 640        0       116 μs         61 μs     20  296 GB/s   57.9 %  36.1 TFLOPs   32.7 %   LoFi BF16 x BFP4 => BF16
 3602    0.0 %         SliceDeviceOperation                                              0         6 μs          1 μs    110                                                        BF16 => BF16
 3604    0.0 %         SliceDeviceOperation                                              0         5 μs         13 μs    110                                                        BF16 => BF16
 3605    0.0 %         BinaryNgDeviceOperation                                           1        13 μs         87 μs    110                                                  BF16, BF16 => BF16
 3607    0.0 %         PermuteDeviceOperation                                            1         4 μs         26 μs    110                                                        BF16 => BF16
 3610    0.0 %         BinaryNgDeviceOperation                                           0         7 μs         50 μs    110                                                  BF16, BF16 => BF16
 3612    0.0 %         UnaryDeviceOperation                                              0        35 μs         45 μs    110                                                        BF16 => BF16
 3614    0.0 %   DRAM  SparseMatmulDeviceOperation active=40/40 x 32 x 320 x 2560        0        59 μs          1 μs     40  405 GB/s   79.0 %  35.7 TFLOPs   16.1 %   LoFi BF16 x BFP4 => BF16
 3615    0.0 %         FastReduceNCDeviceOperation                                       1        19 μs          1 μs    110                                                        BF16 => BF16
 3618    0.0 %         BinaryNgDeviceOperation                                           0         6 μs         26 μs    110                                                  BF16, BF16 => BF16
 3621    0.8 %         CopyDeviceOperation                                               0         7 μs      8,454 μs    110                                                  BFP4, BFP4 => BFP4
 3622    0.0 %         CopyDeviceOperation                                               0         6 μs          1 μs    110                                                  BFP4, BFP4 => BFP4
 3623    0.8 %         CopyDeviceOperation                                               1         7 μs      8,275 μs    110                                                  BFP4, BFP4 => BFP4
 3626    0.0 %         CopyDeviceOperation                                               0         5 μs          1 μs    110                                                  BFP4, BFP4 => BFP4
 3627    0.8 %         CopyDeviceOperation                                               1         7 μs      8,374 μs    110                                                  BFP4, BFP4 => BFP4
 3630    0.0 %         CopyDeviceOperation                                               0         5 μs          0 μs    110                                                  BFP4, BFP4 => BFP4
 3633    0.8 %         CopyDeviceOperation                                               0         7 μs      8,646 μs    110                                                  BFP4, BFP4 => BFP4
 3634    0.0 %         CopyDeviceOperation                                               0         5 μs          0 μs    110                                                  BFP4, BFP4 => BFP4
 3635    0.8 %         CopyDeviceOperation                                               1         7 μs      8,262 μs    110                                                  BFP4, BFP4 => BFP4
 3638    0.0 %         CopyDeviceOperation                                               0         6 μs          1 μs    110                                                  BFP4, BFP4 => BFP4
 3640    0.0 %         CopyDeviceOperation                                               1         5 μs         27 μs    110                                                  BFP4, BFP4 => BFP4
 3641    0.7 %         CopyDeviceOperation                                               0         7 μs      7,527 μs    110                                                  BFP4, BFP4 => BFP4
 3643    0.8 %         CopyDeviceOperation                                               1         7 μs      8,280 μs    110                                                  BFP4, BFP4 => BFP4
 3646    0.0 %         CopyDeviceOperation                                               0         5 μs          1 μs    110                                                  BFP4, BFP4 => BFP4
 3647    0.8 %         CopyDeviceOperation                                               1         7 μs      8,284 μs    110                                                  BFP4, BFP4 => BFP4
 3650    0.0 %         CopyDeviceOperation                                               0         5 μs          1 μs    110                                                  BFP4, BFP4 => BFP4
 3653    0.9 %         CopyDeviceOperation                                               0         7 μs      9,222 μs    110                                                  BFP4, BFP4 => BFP4
 3654    0.0 %         CopyDeviceOperation                                               0         5 μs          0 μs    110                                                  BFP4, BFP4 => BFP4
 3655    0.8 %         CopyDeviceOperation                                               1         7 μs      7,953 μs    110                                                  BFP4, BFP4 => BFP4
 3658    0.0 %         CopyDeviceOperation                                               0         5 μs          1 μs    110                                                  BFP4, BFP4 => BFP4
 3660    0.1 %         ConcatDeviceOperation                                             0        66 μs        741 μs    110                                                  BFP4, BFP4 => BFP4
 3661    0.0 %         ConcatDeviceOperation                                             1        34 μs          1 μs    110                                                  BFP4, BFP4 => BFP4
 3664    0.0 %         FillPadDeviceOperation                                            0         6 μs        194 μs      4                                                    UINT32 => UINT32
 3666    0.0 %         GatherDeviceOperation                                             0        34 μs         47 μs      4                                                BF16, UINT32 => BF16
 3668    0.0 %         FillPadDeviceOperation                                            0         7 μs         16 μs      4                                                        BF16 => BF16
 3670    0.0 %         ReduceDeviceOperation                                             0         1 μs         25 μs      4                                                        BF16 => BF16
 3672    0.0 %         ReshapeViewDeviceOperation                                        0         3 μs         31 μs      1                                                        BF16 => BF16
 3673    0.0 %         UntilizeWithUnpaddingDeviceOperation                              1         2 μs         34 μs      1                                                        BF16 => BF16
 3675    0.0 %         UnaryDeviceOperation                                              1         9 μs         82 μs    110                                                        BF16 => BF16
 3678    0.0 %   SLOW  SparseMatmulDeviceOperation active=40/40 x 32 x 2560 x 640        0       116 μs         19 μs     20  296 GB/s   57.8 %  36.1 TFLOPs   32.6 %   LoFi BF16 x BFP4 => BF16
 3680    0.0 %         SliceDeviceOperation                                              0         6 μs          1 μs    110                                                        BF16 => BF16
 3681    0.0 %         SliceDeviceOperation                                              1         5 μs          1 μs    110                                                        BF16 => BF16
 3683    0.0 %         BinaryNgDeviceOperation                                           1        13 μs         61 μs    110                                                  BF16, BF16 => BF16
 3686    0.0 %         PermuteDeviceOperation                                            0         4 μs         25 μs    110                                                        BF16 => BF16
 3687    0.0 %         BinaryNgDeviceOperation                                           1         7 μs         50 μs    110                                                  BF16, BF16 => BF16
 3690    0.0 %         UnaryDeviceOperation                                              0        34 μs         36 μs    110                                                        BF16 => BF16
 3692    0.0 %   DRAM  SparseMatmulDeviceOperation active=40/40 x 32 x 320 x 2560        0        59 μs          1 μs     40  404 GB/s   78.9 %  35.7 TFLOPs   16.1 %   LoFi BF16 x BFP4 => BF16
 3693    0.0 %         FastReduceNCDeviceOperation                                       1        20 μs          1 μs    110                                                        BF16 => BF16
 3695    0.0 %         BinaryNgDeviceOperation                                           1         5 μs         24 μs    110                                                  BF16, BF16 => BF16
 3699    0.9 %         CopyDeviceOperation                                               0         7 μs      8,878 μs    110                                                  BFP4, BFP4 => BFP4
 3700    0.0 %         CopyDeviceOperation                                               0         5 μs          1 μs    110                                                  BFP4, BFP4 => BFP4
 3703    0.8 %         CopyDeviceOperation                                               0         7 μs      8,521 μs    110                                                  BFP4, BFP4 => BFP4
 3704    0.0 %         CopyDeviceOperation                                               0         5 μs          0 μs    110                                                  BFP4, BFP4 => BFP4
 3707    0.8 %         CopyDeviceOperation                                               0         7 μs      7,943 μs    110                                                  BFP4, BFP4 => BFP4
 3708    0.0 %         CopyDeviceOperation                                               0         5 μs          1 μs    110                                                  BFP4, BFP4 => BFP4
 3711    0.8 %         CopyDeviceOperation                                               0         7 μs      8,004 μs    110                                                  BFP4, BFP4 => BFP4
 3712    0.0 %         CopyDeviceOperation                                               0         5 μs          1 μs    110                                                  BFP4, BFP4 => BFP4
 3713    0.8 %         CopyDeviceOperation                                               1         7 μs      8,168 μs    110                                                  BFP4, BFP4 => BFP4
 3716    0.0 %         CopyDeviceOperation                                               0         6 μs          1 μs    110                                                  BFP4, BFP4 => BFP4
 3717    0.8 %         CopyDeviceOperation                                               1         7 μs      8,282 μs    110                                                  BFP4, BFP4 => BFP4
 3720    0.0 %         CopyDeviceOperation                                               0         5 μs          0 μs    110                                                  BFP4, BFP4 => BFP4
 3723    0.8 %         CopyDeviceOperation                                               0         7 μs      8,583 μs    110                                                  BFP4, BFP4 => BFP4
 3724    0.0 %         CopyDeviceOperation                                               0         5 μs          1 μs    110                                                  BFP4, BFP4 => BFP4
 3725    0.8 %         CopyDeviceOperation                                               1         7 μs      8,298 μs    110                                                  BFP4, BFP4 => BFP4
 3728    0.0 %         CopyDeviceOperation                                               0         5 μs          1 μs    110                                                  BFP4, BFP4 => BFP4
 3731    0.8 %         CopyDeviceOperation                                               0         7 μs      7,970 μs    110                                                  BFP4, BFP4 => BFP4
 3732    0.0 %         CopyDeviceOperation                                               0         5 μs          0 μs    110                                                  BFP4, BFP4 => BFP4
 3735    0.8 %         CopyDeviceOperation                                               0         7 μs      8,173 μs    110                                                  BFP4, BFP4 => BFP4
 3736    0.0 %         CopyDeviceOperation                                               0         5 μs          0 μs    110                                                  BFP4, BFP4 => BFP4
 3738    0.0 %         ConcatDeviceOperation                                             0        66 μs        142 μs    110                                                  BFP4, BFP4 => BFP4
 3740    0.0 %         ConcatDeviceOperation                                             0        34 μs          0 μs    110                                                  BFP4, BFP4 => BFP4
 3742    0.0 %         FillPadDeviceOperation                                            0         6 μs        139 μs      4                                                    UINT32 => UINT32
 3743    0.0 %         GatherDeviceOperation                                             1        34 μs         34 μs      4                                                BF16, UINT32 => BF16
 3745    0.0 %         FillPadDeviceOperation                                            1         7 μs         15 μs      4                                                        BF16 => BF16
 3747    0.0 %         ReduceDeviceOperation                                             1         1 μs         30 μs      4                                                        BF16 => BF16
 3749    0.0 %         ReshapeViewDeviceOperation                                        1         3 μs         30 μs      1                                                        BF16 => BF16
 3751    0.0 %         UntilizeWithUnpaddingDeviceOperation                              1         2 μs         38 μs      1                                                        BF16 => BF16
 3753    0.0 %         UnaryDeviceOperation                                              1         9 μs         85 μs    110                                                        BF16 => BF16
 3756    0.0 %   SLOW  SparseMatmulDeviceOperation active=40/40 x 32 x 2560 x 640        0       123 μs         22 μs     20  279 GB/s   54.4 %  34.0 TFLOPs   30.7 %   LoFi BF16 x BFP4 => BF16
 3757    0.0 %         SliceDeviceOperation                                              1         5 μs          1 μs    110                                                        BF16 => BF16
 3760    0.0 %         SliceDeviceOperation                                              0         5 μs          1 μs    110                                                        BF16 => BF16
 3761    0.0 %         BinaryNgDeviceOperation                                           1        12 μs         50 μs    110                                                  BF16, BF16 => BF16
 3764    0.0 %         PermuteDeviceOperation                                            0         4 μs         26 μs    110                                                        BF16 => BF16
