Detected CSV format: v2.1 (with device arch and worker core count)
Using architecture from CSV: blackhole
Architecture: blackhole, Worker cores: 110
Sorting CSV by 'HOST START TS' column...
Using operations after 'PERF_DECODE_L3'.
Using operations until 'PERF_DECODE_L3_END'.
Detected data from 1 devices. Merging device data...
Warning: SparseMatmulDeviceOperation rows without numeric nnz were found. Their DRAM/FLOP utilization is omitted; pass --active-experts K to model K active experts per input batch group.

🚀 Performance Report 🚀
========================

ID     Total %  Bound  OP Code                                                     Device   Device Time  Op-to-Op Gap  Cores  DRAM      DRAM %  FLOPs        FLOPs %  Math Fidelity
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
 1153    0.0 %         ReshapeViewDeviceOperation                                        0         4 μs                   80                                                       BF16 => BF16
 1388    0.0 %         UnaryDeviceOperation                                              0         3 μs          1 μs    110                                                       BF16 => BF16
 1389    0.0 %         BinaryNgDeviceOperation                                           0         3 μs          1 μs    110                                                       BF16 => BF16
 1390    0.0 %         FillPadDeviceOperation                                            0         5 μs          1 μs     80                                                       BF16 => BF16
 1391    0.3 %   SLOW  MatmulDeviceOperation 32 x 2560 x 512                             0        36 μs          1 μs     16   77 GB/s  15.1 %   2.3 TFLOPs   10.4 %  HiFi4 BF16 x BF16 => BF16
 1392    0.1 %         SoftmaxDeviceOperation                                            0         9 μs          1 μs      1                                                       BF16 => BF16
 1393    0.7 %         TopKDeviceOperation                                               0        75 μs          2 μs      1                                                       BF16 => BF16
 1394    0.0 %         SliceDeviceOperation                                              0         1 μs          1 μs      1                                                       BF16 => BF16
 1395    0.0 %         SliceDeviceOperation                                              0         1 μs          1 μs      1                                                   UINT16 => UINT16
 1396    0.1 %         FillPadDeviceOperation                                            0         7 μs          1 μs      1                                                       BF16 => BF16
 1397    0.0 %         ReduceDeviceOperation                                             0         1 μs          1 μs      1                                                       BF16 => BF16
 1398    0.0 %         BinaryNgDeviceOperation                                           0         3 μs          1 μs    110                                                 BF16, BF16 => BF16
 1399    0.0 %         UnaryDeviceOperation                                              0         2 μs          1 μs    110                                                       BF16 => BF16
 1400    0.0 %         UntilizeCodegenDeviceOperation                                    0         3 μs          1 μs     16                                                       BF16 => BF16
 1401    0.1 %         UntilizeWithUnpaddingDeviceOperation                              0        10 μs          1 μs      1                                                   UINT16 => UINT16
 1402    0.1 %         UntilizeWithUnpaddingDeviceOperation                              0        10 μs          1 μs      1                                                       BF16 => BF16
 1403    0.1 %         ScatterDeviceOperation                                            0         7 μs          1 μs     32                                               BF16, UINT16 => BF16
 1404    0.0 %         TilizeDeviceOperation                                             0         3 μs          1 μs      1                                                       BF16 => BF16
 1405    0.0 %         ReduceDeviceOperation                                             0         2 μs          1 μs     16                                                       BF16 => BF16
 1406    0.1 %         UntilizeWithUnpaddingDeviceOperation                              0         8 μs          1 μs      1                                                       BF16 => BF16
 1407    1.0 %         UnaryDeviceOperation                                              0       109 μs          1 μs    110                                                       BF16 => BF16
 1408    4.2 %         SparseMatmulDeviceOperation active=?/512 x 32 x 2560 x 640        0       473 μs          1 μs     20                                          HiFi4 BF16 x BF16 => BF16
 1409    1.1 %         PermuteDeviceOperation                                            0       129 μs          1 μs    110                                                       BF16 => BF16
 1410    1.0 %         UnaryDeviceOperation                                              0       111 μs          1 μs    110                                                       BF16 => BF16
 1411    4.1 %         SparseMatmulDeviceOperation active=?/512 x 32 x 2560 x 640        0       472 μs          1 μs     20                                          HiFi4 BF16 x BF16 => BF16
 1412    1.1 %         PermuteDeviceOperation                                            0       127 μs          1 μs    110                                                       BF16 => BF16
 1413    0.8 %         UnaryDeviceOperation                                              0        94 μs          1 μs    110                                                       BF16 => BF16
 1414    1.2 %         BinaryNgDeviceOperation                                           0       142 μs          1 μs    110                                                 BF16, BF16 => BF16
 1415    3.8 %         UnaryDeviceOperation                                              0       430 μs          0 μs    110                                                       BF16 => BF16
 1416    4.4 %         SparseMatmulDeviceOperation active=?/512 x 32 x 640 x 2560        0       500 μs          1 μs     40                                          HiFi4 BF16 x BF16 => BF16
 1417    0.2 %         PermuteDeviceOperation                                            0        19 μs          1 μs    110                                                       BF16 => BF16
 1418    4.1 %         BinaryNgDeviceOperation                                           0       469 μs          0 μs    110                                                 BF16, BF16 => BF16
 1419    1.9 %         FastReduceNCDeviceOperation                                       0       213 μs          1 μs     80                                                       BF16 => BF16
 1420    0.3 %   SLOW  MatmulDeviceOperation 32 x 2560 x 640                             0        36 μs          1 μs     20   97 GB/s  19.0 %   2.9 TFLOPs   10.6 %  HiFi4 BF16 x BF16 => BF16
 1421    0.0 %         UnaryDeviceOperation                                              0         3 μs          1 μs    110                                                       BF16 => BF16
 1422    0.3 %   SLOW  MatmulDeviceOperation 32 x 2560 x 640                             0        36 μs          1 μs     20   98 GB/s  19.1 %   2.9 TFLOPs   10.6 %  HiFi4 BF16 x BF16 => BF16
 1423    0.0 %         BinaryNgDeviceOperation                                           0         3 μs          1 μs    110                                                 BF16, BF16 => BF16
 1424    0.1 %   SLOW  MatmulDeviceOperation 32 x 640 x 2560                             0        15 μs          0 μs     80  234 GB/s  45.7 %   7.0 TFLOPs    6.4 %  HiFi4 BF16 x BF16 => BF16
 1425    0.2 %   SLOW  MatmulDeviceOperation 32 x 2560 x 32                              0        19 μs          1 μs      1   17 GB/s   3.4 %   0.3 TFLOPs   19.8 %  HiFi4 BF16 x BF16 => BF16
 1426    0.0 %         UnaryDeviceOperation                                              0         3 μs          1 μs    110                                                       BF16 => BF16
 1427    0.0 %         BinaryNgDeviceOperation                                           0         5 μs          1 μs    110                                                 BF16, BF16 => BF16
 1428    0.0 %         BinaryNgDeviceOperation                                           0         3 μs          1 μs    110                                                 BF16, BF16 => BF16
 1429    0.0 %         SliceDeviceOperation                                              0         2 μs          1 μs     80                                                       BF16 => BF16
 1430    0.0 %         ReshapeViewDeviceOperation                                        0         2 μs          1 μs      1                                                       BF16 => BF16
 1431    0.1 %         BinaryNgDeviceOperation                                           0         9 μs          1 μs    110                                                 BF16, BF16 => BF16
 1432    0.1 %         ReshapeViewDeviceOperation                                        0         5 μs          1 μs    110                                                       BF16 => BF16
 1433    0.1 %         BinaryNgDeviceOperation                                           0         5 μs          0 μs    110                                                 BF16, BF16 => BF16
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
       100.0 %         281 device ops, 0 host ops, 0 signposts                                11,081 μs        326 μs          19 GB/s   3.7 %
